latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
23.77314,86.19756,316.19,0.38,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,288.53,2.01,N
23.77388,86.36349,319.54,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.66,1.65,N
23.77465,86.20938,308.18,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.62,2.02,N
23.77687,86.38723,320.22,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.47,2.52,N
23.77794,86.21,323.72,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,290.51,2.02,N
23.77927,86.37223,308.96,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.2,1.36,N
23.77957,86.3916,316.23,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.16,1.54,N
23.78017,86.38784,312.82,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,288.94,1.58,N
23.78123,86.21062,321.15,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.85,2.91,N
23.78256,86.37284,306.24,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,288.52,0.93,N
23.78287,86.39221,305.72,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,288.49,1.54,N
23.79602,86.35221,319.74,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,288.3,2.67,N
23.80289,86.33033,341.03,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,289.69,2.48,N
23.80349,86.32658,305.26,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,287.66,2.48,N
23.80618,86.33095,309.99,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,287.51,2.48,N
24.1132,86.86172,303.61,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,285.19,1.12,N
24.11712,86.85856,305.53,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,284.78,1.12,N
24.11981,86.86299,304.79,0.39,0.36,2026-09-11,1957,N21,VIIRS,n,2.0NRT,284.87,0.67,N
24.16286,82.62945,302.19,0.46,0.39,2026-09-11,1957,N21,VIIRS,n,2.0NRT,283.2,0.73,N
24.18079,82.6594,306.02,0.46,0.39,2026-09-11,1957,N21,VIIRS,n,2.0NRT,284.58,1.48,N
24.20588,82.52586,301.82,0.46,0.39,2026-09-11,1957,N21,VIIRS,n,2.0NRT,284.2,0.79,N
11.63526,77.78582,305.27,0.39,0.44,2026-09-11,2000,N21,VIIRS,n,2.0NRT,281.28,1.59,N
11.63575,77.78219,311.22,0.4,0.44,2026-09-11,2000,N21,VIIRS,n,2.0NRT,281.38,1.59,N
13.44537,80.09873,300.75,0.46,0.39,2026-09-11,2000,N21,VIIRS,n,2.0NRT,278.86,0.39,N
15.33156,76.28658,296.84,0.55,0.51,2026-09-11,2000,N21,VIIRS,n,2.0NRT,278.41,0.75,N
17.14091,77.17721,303.44,0.51,0.49,2026-09-11,2000,N21,VIIRS,n,2.0NRT,288.15,1.62,N
6.86858,81.53471,310.71,0.38,0.36,2026-09-11,2002,N21,VIIRS,n,2.0NRT,292.88,2.84,N
6.86912,81.53126,314.56,0.38,0.36,2026-09-11,2002,N21,VIIRS,n,2.0NRT,293.42,3.13,N
7.01476,81.53342,308.97,0.38,0.36,2026-09-11,2002,N21,VIIRS,n,2.0NRT,293.12,0.68,N
7.03347,79.88908,308.42,0.41,0.37,2026-09-11,2002,N21,VIIRS,n,2.0NRT,288.01,1.44,N
7.21097,80.88227,306.21,0.39,0.36,2026-09-11,2002,N21,VIIRS,n,2.0NRT,291.16,0.9,N
9.33208,77.42133,306.37,0.39,0.44,2026-09-11,2002,N21,VIIRS,n,2.0NRT,285.64,0.57,N
32.72242,72.92347,300.7,0.33,0.55,2026-09-11,2136,N21,VIIRS,n,2.0NRT,289.83,1.65,N
32.88718,71.61486,305.81,0.55,0.51,2026-09-11,2136,N21,VIIRS,n,2.0NRT,290.29,4.06,N
33.23782,73.32808,302.18,0.34,0.56,2026-09-11,2136,N21,VIIRS,n,2.0NRT,289.27,0.51,N
20.90911,71.45748,302.22,0.49,0.65,2026-09-11,2138,N21,VIIRS,n,2.0NRT,285.49,1.27,N
21.1023,72.64445,325.85,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,275.78,4.61,N
21.10851,72.64623,300.23,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,275.96,1.73,N
21.16195,72.67301,331.97,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,275.71,7.13,N
21.16321,72.66759,306.16,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,276.2,5.75,N
21.16448,72.67401,335.15,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,276.94,7.51,N
21.16577,72.6686,324.7,0.58,0.7,2026-09-11,2138,N21,VIIRS,n,2.0NRT,276.16,7.51,N
22.3335,69.86754,305.97,0.37,0.58,2026-09-11,2138,N21,VIIRS,n,2.0NRT,288.91,1.92,N
22.33359,69.86769,305.68,0.37,0.58,2026-09-11,2138,N21,VIIRS,n,2.0NRT,288.86,1.95,N
22.93052,69.69683,309.17,0.35,0.56,2026-09-11,2138,N21,VIIRS,n,2.0NRT,290.64,0.79,N
22.93487,69.70141,303.23,0.35,0.56,2026-09-11,2138,N21,VIIRS,n,2.0NRT,289.85,1.1,N
23.11865,70.08547,318.92,0.36,0.58,2026-09-11,2138,N21,VIIRS,n,2.0NRT,288.45,2.13,N
23.31297,70.1991,305.38,0.37,0.58,2026-09-11,2138,N21,VIIRS,n,2.0NRT,294.24,0.85,N
24.68875,73.00188,303.27,0.51,0.66,2026-09-11,2138,N21,VIIRS,n,2.0NRT,286.3,1.46,N
25.38727,68.58311,306.55,0.53,0.5,2026-09-11,2138,N21,VIIRS,n,2.0NRT,278.76,1.53,N
28.05321,69.36735,312.98,0.52,0.5,2026-09-11,2138,N21,VIIRS,n,2.0NRT,297.76,1.98,N
28.42666,69.69976,308.44,0.53,0.5,2026-09-11,2138,N21,VIIRS,n,2.0NRT,297.18,2.13,N
19.37056,71.35753,305.87,0.53,0.67,2026-09-11,2140,N21,VIIRS,n,2.0NRT,290.84,4.62,N
19.37163,71.35265,336.4,0.53,0.67,2026-09-11,2140,N21,VIIRS,n,2.0NRT,291.25,4.62,N
19.37215,71.35577,322.79,0.52,0.67,2026-09-11,2140,N21,VIIRS,n,2.0NRT,291.2,7.94,N
6.62034,80.86146,335.6,0.69,0.74,2026-09-12,705,N21,VIIRS,n,2.0NRT,289.54,9.44,D
6.70589,81.02266,345.97,0.67,0.74,2026-09-12,705,N21,VIIRS,n,2.0NRT,289.83,11.03,D
7.64065,81.0046,334.48,0.65,0.73,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.32,13.08,D
7.73534,81.04542,354.29,0.64,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,294.29,22.31,D
7.73657,81.04612,367.0,0.64,0.72,2026-09-12,705,N21,VIIRS,h,2.0NRT,294.74,35.46,D
7.80653,79.93188,334.09,0.76,0.77,2026-09-12,705,N21,VIIRS,n,2.0NRT,290.43,7.33,D
7.99491,81.06725,334.84,0.63,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.78,7.48,D
7.99596,81.07281,332.97,0.63,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,292.07,7.48,D
8.00538,80.94382,333.27,0.64,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,292.43,9.43,D
8.06398,81.00715,344.74,0.63,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.54,7.16,D
8.06483,81.00875,337.46,0.64,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.54,5.07,D
8.11225,81.11897,333.05,0.62,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.63,11.26,D
8.22898,81.02676,338.61,0.63,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,291.67,14.88,D
8.37628,80.63567,340.64,0.67,0.73,2026-09-12,705,N21,VIIRS,n,2.0NRT,288.41,16.35,D
8.38111,80.63701,341.41,0.66,0.73,2026-09-12,705,N21,VIIRS,n,2.0NRT,287.63,15.39,D
8.4907,80.74339,332.45,0.65,0.73,2026-09-12,705,N21,VIIRS,n,2.0NRT,268.53,19.34,D
8.823,80.86677,332.54,0.63,0.72,2026-09-12,705,N21,VIIRS,n,2.0NRT,288.27,5.41,D
9.01332,79.85774,339.15,0.73,0.76,2026-09-12,707,N21,VIIRS,n,2.0NRT,290.89,14.78,D
9.11475,80.29814,340.92,0.68,0.74,2026-09-12,707,N21,VIIRS,n,2.0NRT,291.98,9.59,D
9.24255,80.70767,339.86,0.63,0.72,2026-09-12,707,N21,VIIRS,n,2.0NRT,292.32,14.99,D
9.40651,80.41932,367.0,0.66,0.73,2026-09-12,707,N21,VIIRS,h,2.0NRT,291.91,29.65,D
9.40808,80.41743,339.5,0.66,0.73,2026-09-12,707,N21,VIIRS,n,2.0NRT,291.21,13.27,D
9.40922,80.42326,344.76,0.66,0.73,2026-09-12,707,N21,VIIRS,n,2.0NRT,291.43,13.27,D
22.78984,86.20039,332.01,0.49,0.4,2026-09-12,709,N21,VIIRS,n,2.0NRT,291.62,4.25,D
24.19735,82.71543,330.3,0.48,0.48,2026-09-12,709,N21,VIIRS,n,2.0NRT,292.45,3.65,D
27.74572,96.28419,337.11,0.51,0.49,2026-09-12,712,N21,VIIRS,n,2.0NRT,292.94,3.97,D
27.9212,96.75629,367.0,0.55,0.51,2026-09-12,712,N21,VIIRS,h,2.0NRT,297.66,20.58,D
27.98864,95.93889,331.25,0.49,0.48,2026-09-12,712,N21,VIIRS,n,2.0NRT,294.31,4.11,D
31.71096,74.98926,331.99,0.48,0.64,2026-09-12,714,N21,VIIRS,n,2.0NRT,291.72,4.81,D
31.72677,74.97857,329.29,0.48,0.64,2026-09-12,714,N21,VIIRS,n,2.0NRT,291.47,6.54,D
31.96281,74.84226,331.6,0.48,0.65,2026-09-12,714,N21,VIIRS,n,2.0NRT,291.36,3.0,D
7.42443,81.5742,355.4,0.72,0.76,2026-09-12,845,N21,VIIRS,n,2.0NRT,286.09,19.62,D
7.81918,79.90168,332.21,0.56,0.69,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.18,7.27,D
7.82129,79.89932,333.92,0.56,0.69,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.56,5.85,D
7.86066,79.92656,330.14,0.56,0.69,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.48,3.53,D
7.91105,80.07076,334.4,0.58,0.7,2026-09-12,845,N21,VIIRS,n,2.0NRT,293.01,5.36,D
7.94965,81.16211,330.23,0.69,0.74,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.2,6.89,D
7.96745,81.08487,334.77,0.68,0.74,2026-09-12,845,N21,VIIRS,n,2.0NRT,291.81,6.95,D
8.17655,80.60171,367.0,0.63,0.72,2026-09-12,845,N21,VIIRS,h,2.0NRT,292.47,21.29,D
8.17673,79.90968,332.24,0.57,0.69,2026-09-12,845,N21,VIIRS,n,2.0NRT,294.21,7.87,D
8.18016,79.91205,331.16,0.57,0.69,2026-09-12,845,N21,VIIRS,n,2.0NRT,294.06,9.38,D
8.22284,80.55346,352.38,0.63,0.72,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.7,13.85,D
8.22425,80.55553,367.0,0.63,0.72,2026-09-12,845,N21,VIIRS,h,2.0NRT,293.23,18.81,D
8.22942,80.5527,333.56,0.63,0.72,2026-09-12,845,N21,VIIRS,n,2.0NRT,292.64,5.86,D
8.24815,80.27408,332.29,0.6,0.71,2026-09-12,845,N21,VIIRS,n,2.0NRT,294.42,3.14,D
8.38151,77.63257,336.2,0.4,0.6,2026-09-12,848,N21,VIIRS,n,2.0NRT,299.49,2.87,D
8.4721,80.47921,334.47,0.63,0.72,2026-09-12,848,N21,VIIRS,n,2.0NRT,292.08,9.06,D
8.5061,80.53806,331.64,0.63,0.72,2026-09-12,848,N21,VIIRS,n,2.0NRT,291.19,9.67,D
8.51389,80.60078,336.95,0.64,0.72,2026-09-12,848,N21,VIIRS,n,2.0NRT,292.22,9.02,D
8.53039,80.25745,339.81,0.61,0.71,2026-09-12,848,N21,VIIRS,n,2.0NRT,291.61,11.51,D
8.53139,80.2601,335.51,0.61,0.71,2026-09-12,848,N21,VIIRS,n,2.0NRT,292.62,10.7,D
8.63273,77.95695,343.66,0.42,0.61,2026-09-12,848,N21,VIIRS,n,2.0NRT,295.92,5.13,D
8.76355,80.2114,345.58,0.61,0.71,2026-09-12,848,N21,VIIRS,n,2.0NRT,293.02,12.8,D
8.84051,77.56339,351.95,0.4,0.6,2026-09-12,848,N21,VIIRS,n,2.0NRT,300.81,6.23,D
8.9391,77.54266,330.88,0.4,0.6,2026-09-12,848,N21,VIIRS,l,2.0NRT,300.98,3.16,D
9.01183,79.85493,339.29,0.58,0.7,2026-09-12,848,N21,VIIRS,n,2.0NRT,292.82,8.15,D
9.01281,77.36678,330.69,0.39,0.59,2026-09-12,848,N21,VIIRS,n,2.0NRT,295.58,2.23,D
9.23561,77.48406,333.74,0.4,0.6,2026-09-12,848,N21,VIIRS,n,2.0NRT,291.22,4.11,D
9.2401,77.48399,330.96,0.4,0.6,2026-09-12,848,N21,VIIRS,n,2.0NRT,293.2,4.15,D
9.273,77.95239,335.16,0.43,0.62,2026-09-12,848,N21,VIIRS,n,2.0NRT,291.48,2.97,D
9.80803,77.91698,330.79,0.44,0.62,2026-09-12,848,N21,VIIRS,n,2.0NRT,295.02,2.8,D
9.81062,77.91656,332.04,0.44,0.62,2026-09-12,848,N21,VIIRS,n,2.0NRT,296.33,5.64,D
19.37202,71.35451,340.83,0.42,0.46,2026-09-12,850,N21,VIIRS,n,2.0NRT,290.13,8.29,D
22.85335,69.71429,334.46,0.56,0.43,2026-09-12,852,N21,VIIRS,n,2.0NRT,298.41,3.25,D
23.05704,69.18311,336.55,0.53,0.42,2026-09-12,852,N21,VIIRS,n,2.0NRT,300.52,3.99,D
23.2305,69.8563,337.99,0.39,0.44,2026-09-12,852,N21,VIIRS,n,2.0NRT,302.25,7.15,D
23.70831,68.89656,338.83,0.52,0.42,2026-09-12,852,N21,VIIRS,n,2.0NRT,305.09,6.33,D
23.7121,68.89597,338.73,0.52,0.42,2026-09-12,852,N21,VIIRS,n,2.0NRT,305.82,5.25,D
24.82654,68.06606,342.1,0.49,0.4,2026-09-12,852,N21,VIIRS,n,2.0NRT,311.04,15.75,D
24.83513,68.07449,348.36,0.49,0.4,2026-09-12,852,N21,VIIRS,n,2.0NRT,315.85,12.79,D
25.31203,69.17378,332.44,0.56,0.43,2026-09-12,852,N21,VIIRS,l,2.0NRT,306.79,4.39,D
25.31208,69.17742,338.01,0.56,0.43,2026-09-12,852,N21,VIIRS,n,2.0NRT,306.51,5.03,D
25.97624,68.75241,336.12,0.54,0.42,2026-09-12,852,N21,VIIRS,n,2.0NRT,309.68,5.06,D
27.60912,68.40923,337.98,0.54,0.42,2026-09-12,852,N21,VIIRS,n,2.0NRT,306.69,12.4,D
27.71588,68.99443,338.71,0.39,0.44,2026-09-12,852,N21,VIIRS,l,2.0NRT,310.17,7.86,D
28.05107,69.37104,341.0,0.41,0.45,2026-09-12,852,N21,VIIRS,n,2.0NRT,306.18,5.08,D
28.22972,69.52414,348.33,0.42,0.46,2026-09-12,852,N21,VIIRS,n,2.0NRT,309.98,7.31,D
29.35258,71.12714,341.85,0.55,0.51,2026-09-12,854,N21,VIIRS,n,2.0NRT,302.06,6.37,D
30.67366,72.12801,331.19,0.32,0.55,2026-09-12,854,N21,VIIRS,n,2.0NRT,295.72,2.49,D
31.11015,74.6165,330.77,0.47,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,293.32,3.68,D
31.11121,74.61674,330.01,0.47,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,293.41,5.16,D
31.1241,74.65465,343.81,0.47,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,293.6,9.36,D
31.12541,74.65491,352.97,0.47,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,293.6,10.59,D
31.35772,74.54604,355.26,0.46,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,294.68,9.77,D
31.43671,72.1857,334.55,0.33,0.56,2026-09-12,854,N21,VIIRS,n,2.0NRT,294.05,1.98,D
31.6539,74.51457,352.95,0.46,0.64,2026-09-12,854,N21,VIIRS,n,2.0NRT,294.19,7.67,D
31.93465,72.30624,330.08,0.34,0.56,2026-09-12,854,N21,VIIRS,n,2.0NRT,292.59,3.0,D
35.96947,71.78416,367.0,0.35,0.57,2026-09-12,856,N21,VIIRS,h,2.0NRT,301.15,7.21,D
35.96994,71.7915,336.15,0.35,0.57,2026-09-12,856,N21,VIIRS,n,2.0NRT,303.12,7.21,D
35.97488,71.78667,367.0,0.35,0.57,2026-09-12,856,N21,VIIRS,h,2.0NRT,300.78,11.09,D
35.97527,71.79267,367.0,0.35,0.57,2026-09-12,856,N21,VIIRS,h,2.0NRT,308.28,11.09,D
35.98895,94.82888,301.22,0.39,0.36,2026-09-12,1934,N21,VIIRS,n,2.0NRT,277.96,1.06,N
21.59062,96.22943,306.12,0.44,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.41,1.23,N
21.67675,84.03644,300.69,0.43,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.08,1.34,N
21.68045,84.04113,300.19,0.43,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.41,1.34,N
21.69876,84.03098,299.67,0.43,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,286.64,1.96,N
21.76399,85.57771,303.88,0.53,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.98,0.97,N
21.85749,83.966,304.93,0.44,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.41,1.65,N
21.92468,85.22262,311.57,0.55,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.82,2.4,N
21.92925,85.21793,304.93,0.55,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.36,2.22,N
21.99174,85.32676,301.95,0.55,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.1,1.28,N
22.01131,97.17485,309.8,0.49,0.49,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.1,1.06,N
22.0123,97.17339,307.9,0.49,0.49,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.74,1.67,N
22.05241,88.12465,322.16,0.41,0.37,2026-09-12,1938,N21,VIIRS,n,2.0NRT,292.43,2.7,N
22.05581,88.12522,308.11,0.41,0.37,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.26,2.7,N
22.13259,85.37997,302.44,0.55,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.06,1.64,N
22.20706,84.8479,304.17,0.39,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.97,1.55,N
22.21229,84.87164,316.89,0.39,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.07,2.63,N
22.24515,87.38655,307.53,0.44,0.38,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.17,0.83,N
22.24565,87.3895,313.2,0.44,0.38,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.49,1.7,N
22.31256,84.76579,302.49,0.4,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.87,1.74,N
22.33047,87.3986,327.65,0.44,0.38,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.58,4.42,N
22.35646,87.28973,312.04,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.8,3.2,N
22.36156,87.0164,319.85,0.45,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,292.87,3.8,N
22.36232,87.29939,308.24,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.48,2.75,N
22.36266,87.2986,308.58,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.66,2.48,N
22.36513,87.01697,320.75,0.45,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,292.55,4.14,N
22.36525,87.3042,307.1,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.3,2.85,N
22.3656,87.30343,309.77,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.59,3.94,N
22.36585,87.29993,325.94,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,292.73,2.75,N
22.36618,87.29916,324.67,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,292.84,2.48,N
22.37614,87.27886,341.63,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,294.93,8.55,N
22.37967,87.27942,306.06,0.44,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.39,2.33,N
22.57173,85.89788,317.6,0.52,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.87,2.5,N
22.57237,85.89285,327.34,0.52,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.65,5.38,N
22.59007,85.90559,305.68,0.52,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.87,1.33,N
22.6084,85.91337,309.13,0.52,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.35,1.98,N
22.78988,86.21069,310.1,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.36,1.42,N
22.79051,86.20585,307.16,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.62,1.42,N
22.79488,86.20152,310.47,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.17,3.42,N
22.79863,86.20203,305.59,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.21,1.33,N
22.80953,86.08892,304.7,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.09,1.29,N
22.87329,88.21279,308.67,0.42,0.37,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.98,2.4,N
22.87513,86.0611,309.14,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.45,1.85,N
23.48057,87.3631,310.26,0.45,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.82,1.61,N
23.48116,87.35871,307.62,0.45,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.98,1.61,N
23.48412,87.36367,322.15,0.45,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.37,1.61,N
23.55113,86.54237,306.62,0.49,0.4,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.04,1.9,N
23.55564,87.23958,305.83,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.97,6.35,N
23.55922,87.24014,337.8,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.44,6.35,N
23.56176,87.23847,305.55,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.57,1.55,N
23.61031,85.67498,302.31,0.55,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.46,0.87,N
23.61067,87.14558,303.05,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.0,1.73,N
23.62885,86.29082,311.18,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.73,2.59,N
23.63277,86.83619,304.68,0.48,0.4,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.8,1.35,N
23.65528,85.50589,307.56,0.56,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.34,1.48,N
23.66402,87.15853,312.58,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.01,3.48,N
23.66419,84.99803,310.08,0.4,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.78,2.25,N
23.66463,87.15403,320.98,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.59,4.14,N
23.6687,84.99474,303.6,0.4,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.36,0.75,N
23.6758,86.10421,319.64,0.52,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.46,4.0,N
23.67609,86.39803,316.36,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.22,2.34,N
23.67715,86.40022,313.21,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.22,1.75,N
23.67776,86.39534,309.66,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.52,1.75,N
23.67839,86.08393,306.0,0.52,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.42,2.62,N
23.67982,86.39861,304.16,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.42,2.34,N
23.6809,86.09462,316.23,0.52,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.67,3.23,N
23.6815,86.39594,308.52,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.6,1.75,N
23.68587,86.39157,316.58,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.46,3.52,N
23.69436,85.28903,301.44,0.38,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,283.41,1.08,N
23.69543,85.36773,301.91,0.57,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,284.77,1.12,N
23.69675,85.35658,300.75,0.57,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,285.16,1.34,N
23.69687,85.3662,299.75,0.57,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,283.65,1.44,N
23.69873,86.07649,306.19,0.52,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,285.61,1.38,N
23.71263,86.45056,298.49,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,281.64,1.05,N
23.71265,86.42067,300.67,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,282.85,1.47,N
23.71344,85.28403,297.42,0.38,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,278.36,0.63,N
23.72049,85.0099,304.51,0.4,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.54,1.38,N
23.75253,85.85485,307.19,0.54,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.49,2.27,N
23.75639,85.85545,312.34,0.54,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.16,2.27,N
23.76132,86.39812,311.86,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.76,3.03,N
23.76442,86.40362,318.44,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.18,3.03,N
23.76816,86.40417,304.37,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.43,1.58,N
23.7733,86.36485,329.62,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.61,6.91,N
23.77447,86.38514,309.93,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.94,2.69,N
23.77757,86.39063,324.18,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.79,2.22,N
23.7782,86.20853,312.53,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.84,1.77,N
23.77901,86.38809,325.06,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.53,5.58,N
